id,date,number_passengers,duration
239,1995-02-09,,0.97021526
240,1995-02-10,,1.9846485
241,1995-02-10,39,2.0166295
242,1995-02-10,,1.0232009
243,1995-02-10,77,1.0402005
244,1995-02-10,80,1.0037199
245,1995-02-10,,1.0326965
246,1995-02-11,,2.0830505
247,1995-02-11,,1.9350002
248,1995-02-11,68,1.0799317
249,1995-02-11,,1.0548564
250,1995-02-11,63,1.1504046
251,1995-02-11,,1.0713404
252,1995-02-12,,2.0848935
253,1995-02-12,,2.009575
254,1995-02-12,,2.053023
255,1995-02-12,39,2.094326
256,1995-02-12,,1.1095691
257,1995-02-12,,1.0807558
258,1995-02-13,36,2.0484686
259,1995-02-13,,2.0830386
260,1995-02-13,,2.002883
261,1995-02-13,39,2.0436826
262,1995-02-13,,1.012608
263,1995-02-13,,1.0247575
264,1995-02-14,,2.1837673
265,1995-02-14,,2.0836582
266,1995-02-14,71,1.1437271
267,1995-02-14,78,1.1063423
268,1995-02-14,71,1.1187745
269,1995-02-14,,1.1260705
270,1995-02-15,,1.9523528
271,1995-02-15,41,2.0990062
272,1995-02-15,80,1.0755965
273,1995-02-15,78,1.0511976
274,1995-02-15,,1.0337645
275,1995-02-15,81,1.0368601
276,1995-02-16,,2.0921159
277,1995-02-16,40,2.088833
278,1995-02-16,80,1.0522456
279,1995-02-16,,1.0981624
280,1995-02-16,80,1.0695142
281,1995-02-16,76,1.0480021
282,1995-02-17,40,1.9410492
283,1995-02-17,41,2.0659266
284,1995-02-17,,1.0208888
285,1995-02-17,85,1.003504
286,1995-02-17,,18.853542
287,1995-02-17,87,0.97215295
288,1995-02-18,43,2.0762882
289,1995-02-18,43,1.9653467
290,1995-02-18,75,0.9699014
291,1995-02-18,83,1.0709878
292,1995-02-18,77,1.0294893
293,1995-02-18,79,0.9876132
294,1995-02-19,,1.9620844
295,1995-02-19,,1.9934205
296,1995-02-19,,1.9983028
297,1995-02-19,38,2.11302
298,1995-02-19,,1.0156921
299,1995-02-19,81,1.0214717
300,1995-02-20,40,1.979075
301,1995-02-20,41,1.9067359
302,1995-02-20,,1.9665494
303,1995-02-20,,1.9886636
304,1995-02-20,75,1.014141
305,1995-02-20,,0.9332126
306,1995-02-21,40,2.0942292
307,1995-02-21,37,2.0386503
308,1995-02-21,,1.0383899
309,1995-02-21,1460,21.067677
310,1995-02-21,,1.0496149
311,1995-02-21,,1.0996583
312,1995-02-22,,2.052775
313,1995-02-22,,2.0468419
314,1995-02-22,69,1.0548679
315,1995-02-22,,1.036727
316,1995-02-22,,1.0262265
317,1995-02-22,72,1.0731956
318,1995-02-23,39,2.057902
319,1995-02-23,,1.9249657
320,1995-02-23,,1.1321045
321,1995-02-23,83,1.0776167
322,1995-02-23,,1.0380735
323,1995-02-23,79,1.0048323
324,1995-02-24,38,2.0673926
325,1995-02-24,37,2.0130413
326,1995-02-24,,1.0405862
327,1995-02-24,,0.9995344
328,1995-02-24,,0.9925176
329,1995-02-24,87,1.0127603
330,1995-02-25,41,2.1471577
331,1995-02-25,43,2.0918968
332,1995-02-25,78,1.0553803
333,1995-02-25,,1.0623215
334,1995-02-25,70,1.0198967
335,1995-02-25,70,1.0648313
336,1995-02-26,40,2.0061955
337,1995-02-26,,2.0485115
338,1995-02-26,,2.0443096
339,1995-02-26,,-2.1874914
340,1995-02-26,81,1.0116034
341,1995-02-26,,1.0657754
342,1995-02-27,44,2.172698
343,1995-02-27,42,1.9719085
344,1995-02-27,,2.0298958
345,1995-02-27,,2.1640527
346,1995-02-27,,1.0310342
347,1995-02-27,,20.899952
348,1995-02-28,37,2.078007
349,1995-02-28,,1.9857439
350,1995-02-28,72,1.1038594
351,1995-02-28,,1.0329103
352,1995-02-28,70,1.0780827
353,1995-02-28,69,1.0399044
354,1995-03-01,38,2.0080023
355,1995-03-01,,2.02675
356,1995-03-01,,1.0645142
357,1995-03-01,,1.075527
358,1995-03-01,,1.0287265
359,1995-03-01,,1.0300859
360,1995-03-02,,2.1358523
361,1995-03-02,37,2.1705918
362,1995-03-02,,1.1314467
363,1995-03-02,76,1.050035
364,1995-03-02,,22.325153
365,1995-03-02,,1.0697234
366,1995-03-03,,2.0845704
367,1995-03-03,,41.564613
368,1995-03-03,,1.0714115
369,1995-03-03,85,1.001187
370,1995-03-03,82,1.0358754
371,1995-03-03,,1.049727
372,1995-03-04,,2.0649743
373,1995-03-04,,2.0042748
374,1995-03-04,78,1.0479714
375,1995-03-04,,1.0732515
376,1995-03-04,,1.0161175
377,1995-03-04,,0.9982642
378,1995-03-05,,1.9304135
379,1995-03-05,,1.9590408
380,1995-03-05,37,2.0263727
381,1995-03-05,,2.049876
382,1995-03-05,74,1.042415
383,1995-03-05,87,1.0534904
384,1995-03-06,44,2.1240346
385,1995-03-06,,2.0896769
386,1995-03-06,,1.9000115
387,1995-03-06,38,1.9751227
388,1995-03-06,80,0.9891863
389,1995-03-06,,1.0433882
390,1995-03-07,42,2.0605013
391,1995-03-07,35,2.0437572
392,1995-03-07,82,1.0575347
393,1995-03-07,,1.041496
394,1995-03-07,,1.0777956
395,1995-03-07,84,1.0541457
396,1995-03-08,37,2.0593462
397,1995-03-08,,2.1304734
398,1995-03-08,71,1.1167176
399,1995-03-08,76,1.1361086
400,1995-03-08,,1.1123055
401,1995-03-08,,1.0741743
402,1995-03-09,33,2.1116223
403,1995-03-09,36,2.0517607
404,1995-03-09,70,1.1092374
405,1995-03-09,,1.0582517
406,1995-03-09,,1.0650811
407,1995-03-09,78,1.0834849
408,1995-03-10,41,2.1461952
409,1995-03-10,38,1.9903325
410,1995-03-10,,1.0966308
411,1995-03-10,,1.0466797
412,1995-03-10,,1.022851
413,1995-03-10,81,1.0502658
414,1995-03-11,39,2.104973
415,1995-03-11,,-2.045796
416,1995-03-11,,-1.1411263
417,1995-03-11,,1.1475754
418,1995-03-11,,1.0475843
419,1995-03-11,77,1.0217905
420,1995-03-12,36,2.0065374
421,1995-03-12,37,2.0505185
422,1995-03-12,38,1.9515133
423,1995-03-12,35,2.0972748
424,1995-03-12,,1.0612127
425,1995-03-12,,1.0266519
426,1995-03-13,,2.0003586
427,1995-03-13,35,2.130541
428,1995-03-13,-33,-2.0510557
429,1995-03-13,39,2.0141752
430,1995-03-13,86,1.0021772
431,1995-03-13,74,1.0558919
432,1995-03-14,42,2.1201515
433,1995-03-14,42,1.965726
434,1995-03-14,78,1.0191483
435,1995-03-14,,0.9828668
436,1995-03-14,,1.0453119
437,1995-03-14,,1.0028534
438,1995-03-15,39,2.0608342
439,1995-03-15,,2.036166
440,1995-03-15,,1.077387
441,1995-03-15,,-1.0059495
442,1995-03-15,,1.0858201
443,1995-03-15,,1.0669795
444,1995-03-16,,2.084163
445,1995-03-16,41,2.104159
446,1995-03-16,,0.9855815
447,1995-03-16,,1.0208569
448,1995-03-16,81,1.051399
449,1995-03-16,,0.99186724
450,1995-03-17,,2.1124825
451,1995-03-17,37,2.1458123
452,1995-03-17,73,1.1144763
453,1995-03-17,83,1.1006002
454,1995-03-17,1560,20.923538
455,1995-03-17,,1.0841312
456,1995-03-18,35,2.3065958
457,1995-03-18,,2.2386878
458,1995-03-18,,1.2843982
459,1995-03-18,56,1.2954383
460,1995-03-18,70,1.3133489
461,1995-03-18,63,1.292948
462,1995-03-19,,2.0282183
463,1995-03-19,46,2.0852058
464,1995-03-19,,41.689266
465,1995-03-19,41,2.0558903
466,1995-03-19,86,1.082868
467,1995-03-19,84,1.0711982
468,1995-03-20,43,2.1608248
469,1995-03-20,42,2.0123575
470,1995-03-20,40,2.1123579
471,1995-03-20,-39,-2.171191
472,1995-03-20,82,1.0313904
473,1995-03-20,-79,-1.001251
474,1995-03-21,,2.1565728
475,1995-03-21,,2.0076375
476,1995-03-21,1620,20.801756
477,1995-03-21,76,1.0485361
478,1995-03-21,,19.997894
479,1995-03-21,80,1.0070201
480,1995-03-22,,2.1177003
481,1995-03-22,40,2.0242074
482,1995-03-22,78,1.0634761
483,1995-03-22,77,1.0772142
484,1995-03-22,1600,21.899815
485,1995-03-22,,1.0745821
486,1995-03-23,47,2.01602
487,1995-03-23,,2.114614
488,1995-03-23,,1.0815129
489,1995-03-23,,1.1131073
490,1995-03-23,76,1.1008003
491,1995-03-23,79,1.1426603
492,1995-03-24,,41.643215
493,1995-03-24,39,2.1789138
494,1995-03-24,,1.0670881
495,1995-03-24,78,1.1041169
496,1995-03-24,71,1.1108251
497,1995-03-24,,1.0637298
498,1995-03-25,,2.17663
499,1995-03-25,,2.0898645
500,1995-03-25,,1.1206087
501,1995-03-25,,1.0437529
502,1995-03-25,,1.036669
503,1995-03-25,,1.0557593
504,1995-03-26,43,2.0543509
505,1995-03-26,41,2.00976
506,1995-03-26,42,2.1013134
507,1995-03-26,42,2.0643215
508,1995-03-26,85,0.98042256
509,1995-03-26,,1.0512023
510,1995-03-27,760,42.646164
511,1995-03-27,43,2.09857
512,1995-03-27,36,2.0033095
513,1995-03-27,40,1.9686607
514,1995-03-27,,1.01288
515,1995-03-27,,1.0822738
516,1995-03-28,42,2.0820434
517,1995-03-28,,1.9281573
518,1995-03-28,76,1.0088727
519,1995-03-28,86,1.0500778
520,1995-03-28,,1.0025334
521,1995-03-28,,1.0223906
522,1995-03-29,,1.9819001
523,1995-03-29,41,2.0773559
524,1995-03-29,,21.977234
525,1995-03-29,,1.0448934
526,1995-03-29,85,1.0287517
527,1995-03-29,,1.0672364
528,1995-03-30,41,2.0885408
529,1995-03-30,,2.0573804
530,1995-03-30,,1.0514958
531,1995-03-30,,1.0507241
532,1995-03-30,,1.0232688
533,1995-03-30,85,1.0089711
534,1995-03-31,45,1.9639544
535,1995-03-31,40,2.0484483
536,1995-03-31,,1.0305328
537,1995-03-31,81,1.051229
538,1995-03-31,88,1.0322722
539,1995-03-31,82,1.0221897
540,1995-04-01,41,1.9135952
541,1995-04-01,42,2.0585878
542,1995-04-01,,1.017839
543,1995-04-01,84,1.0301757
544,1995-04-01,,1.0693561
545,1995-04-01,84,1.0103638
546,1995-04-02,35,1.9893779
547,1995-04-02,,1.9987332
548,1995-04-02,40,2.0620265
549,1995-04-02,35,1.9721305
550,1995-04-02,1440,21.117126
551,1995-04-02,,1.0657849
552,1995-04-03,,2.0233595
553,1995-04-03,42,2.0654862
554,1995-04-03,,2.1183405
555,1995-04-03,,2.18962
556,1995-04-03,,1.1532269
557,1995-04-03,,1.103649
558,1995-04-04,37,2.2673051
559,1995-04-04,38,2.1027238
560,1995-04-04,,1.1091132
561,1995-04-04,81,1.0598782
562,1995-04-04,,-1.0999126
563,1995-04-04,79,1.0849019
564,1995-04-05,38,2.0964794
565,1995-04-05,-36,-2.1319516
566,1995-04-05,79,1.1093485
567,1995-04-05,79,1.1001353
568,1995-04-05,,1.1146319
569,1995-04-05,81,1.1310538
570,1995-04-06,,2.0998628
571,1995-04-06,,1.9658936
572,1995-04-06,78,1.0612589
573,1995-04-06,83,0.9636944
574,1995-04-06,,1.0704595
575,1995-04-06,,1.0472226
576,1995-04-07,42,2.068469
577,1995-04-07,37,2.1209214
578,1995-04-07,78,1.0643464
579,1995-04-07,,1.0675104
580,1995-04-07,70,1.0641499
581,1995-04-07,72,1.039647
582,1995-04-08,,2.0531147
583,1995-04-08,,2.000578
584,1995-04-08,87,1.0915525
585,1995-04-08,86,1.0854273
586,1995-04-08,,0.99408257
587,1995-04-08,85,1.0159618
588,1995-04-09,38,2.1296115
589,1995-04-09,,2.0886536
590,1995-04-09,,2.0926857
591,1995-04-09,40,2.0583231
592,1995-04-09,77,1.1084682
593,1995-04-09,84,1.0847453
594,1995-04-10,44,1.9034537
595,1995-04-10,,39.85066
596,1995-04-10,,1.9954611
597,1995-04-10,,2.0789442
598,1995-04-10,,0.9686221
599,1995-04-10,77,1.0287045
600,1995-04-11,,2.2840772
601,1995-04-11,36,2.1727006
602,1995-04-11,69,1.1455576
603,1995-04-11,63,1.1922421
604,1995-04-11,70,1.1760212
605,1995-04-11,70,1.1581618
606,1995-04-12,,1.8867346
607,1995-04-12,40,2.0020673
608,1995-04-12,81,1.0349858
609,1995-04-12,87,1.0905356
610,1995-04-12,84,1.0658575
611,1995-04-12,,1.0775799
612,1995-04-13,43,2.045813
613,1995-04-13,,2.1052382
614,1995-04-13,75,1.1002749
615,1995-04-13,,1.0826842
616,1995-04-13,82,1.0401462
617,1995-04-13,82,1.023121
618,1995-04-14,,1.990214
619,1995-04-14,,41.212784
620,1995-04-14,,1.0192571
621,1995-04-14,91,1.0058255
622,1995-04-14,,0.9712023
623,1995-04-14,86,1.0252821
624,1995-04-15,41,2.1260889
625,1995-04-15,,2.067563
626,1995-04-15,85,0.9875187
627,1995-04-15,,0.99344933
628,1995-04-15,89,0.9522045
629,1995-04-15,1700,19.441141
630,1995-04-16,,2.1184125
631,1995-04-16,880,41.642998
632,1995-04-16,,40.452785
633,1995-04-16,,2.0364547
634,1995-04-16,,1.007407
635,1995-04-16,,1.087372
636,1995-04-17,,2.0469668
637,1995-04-17,43,2.0705454
638,1995-04-17,,1.9991903
639,1995-04-17,41,2.0400321
640,1995-04-17,90,1.0385624
641,1995-04-17,,1.041448
642,1995-04-18,39,2.0908394
643,1995-04-18,,2.053027
644,1995-04-18,,1.089866
645,1995-04-18,,0.9775897
646,1995-04-18,79,1.0505741
647,1995-04-18,89,0.99571717
648,1995-04-19,46,1.9449031
649,1995-04-19,47,1.9840701
650,1995-04-19,89,0.99956715
651,1995-04-19,89,1.0493056
652,1995-04-19,,1.1380575
653,1995-04-19,1740,19.917067
654,1995-04-20,,1.9316864
655,1995-04-20,42,2.1144369
656,1995-04-20,,0.9970799
657,1995-04-20,84,1.036495
658,1995-04-20,,1.0244347
659,1995-04-20,89,1.0262107
660,1995-04-21,40,2.058733
661,1995-04-21,,41.12318
662,1995-04-21,,0.97057503
663,1995-04-21,89,1.0306056
664,1995-04-21,,0.9720232
665,1995-04-21,86,0.96135914
666,1995-04-22,,2.2038639
667,1995-04-22,43,1.9233613
668,1995-04-22,82,1.0438765
669,1995-04-22,89,0.96903956
670,1995-04-22,81,0.9671809
671,1995-04-22,82,1.0437216
672,1995-04-23,,2.0182054
673,1995-04-23,,1.9967942
674,1995-04-23,29,2.081897
675,1995-04-23,,2.1097448
676,1995-04-23,,1.0753809
677,1995-04-23,83,1.051896
678,1995-04-24,,2.0377655
679,1995-04-24,,2.146716
680,1995-04-24,47,2.028871
681,1995-04-24,42,2.0463266
682,1995-04-24,89,1.0262411
683,1995-04-24,87,1.027161
684,1995-04-25,,1.9981321
685,1995-04-25,,2.0666397
686,1995-04-25,,1.0119631
687,1995-04-25,,1.0765722
688,1995-04-25,89,1.052074
689,1995-04-25,,1.0693375
690,1995-04-26,43,1.9658295
691,1995-04-26,,2.0221303
692,1995-04-26,,1.0267023
693,1995-04-26,,1.0606203
694,1995-04-26,,1.052378
695,1995-04-26,,0.9846705
696,1995-04-27,,1.907097
697,1995-04-27,40,1.9865712
698,1995-04-27,82,1.1111387
699,1995-04-27,,1.0566151
700,1995-04-27,82,1.0466357
701,1995-04-27,,1.0594755
702,1995-04-28,,2.1024384
703,1995-04-28,880,42.04
704,1995-04-28,,1.030703
705,1995-04-28,,1.0064328
706,1995-04-28,87,1.0052638
707,1995-04-28,,0.99334985
708,1995-04-29,43,2.1363676
709,1995-04-29,47,1.9574554
710,1995-04-29,,1.0453054
711,1995-04-29,76,1.1083467
712,1995-04-29,,1.0666333
713,1995-04-29,78,1.0303767
714,1995-04-30,44,2.062048
715,1995-04-30,,2.1057885
716,1995-04-30,,2.0594375
717,1995-04-30,,2.0326424
718,1995-04-30,85,1.0733441
719,1995-04-30,1700,20.727179
720,1995-05-01,,1.9574509
721,1995-05-01,,2.0570998
722,1995-05-01,,38.875725
723,1995-05-01,,2.0703015
724,1995-05-01,,1.0868847
725,1995-05-01,,1.0919987
726,1995-05-02,,2.1676037
727,1995-05-02,,2.0755177
728,1995-05-02,80,1.1038188
729,1995-05-02,73,1.1156099
730,1995-05-02,,1.069373
731,1995-05-02,74,1.0929718
732,1995-05-03,,2.056606
733,1995-05-03,,1.9468117
734,1995-05-03,82,1.0174574
735,1995-05-03,,1.0235776
736,1995-05-03,86,1.0295899
737,1995-05-03,,1.0349928
738,1995-05-04,,2.0571508
739,1995-05-04,,-2.1219704
740,1995-05-04,,1.0838318
741,1995-05-04,,1.0534351
742,1995-05-04,,1.009731
743,1995-05-04,,1.0569708
744,1995-05-05,43,1.9790381
745,1995-05-05,,2.1202633
746,1995-05-05,,1.0285188
747,1995-05-05,,0.99600387
748,1995-05-05,,1.0115014
749,1995-05-05,89,1.0213102
750,1995-05-06,49,1.9935681
751,1995-05-06,,1.9433159
752,1995-05-06,,1.0500629
753,1995-05-06,91,0.9688679
754,1995-05-06,94,0.98815703
755,1995-05-06,92,1.0389962
756,1995-05-07,,2.2400959
757,1995-05-07,37,2.073618
758,1995-05-07,860,41.559593
759,1995-05-07,860,43.52771
760,1995-05-07,81,1.0974069
761,1995-05-07,82,1.0814642
762,1995-05-08,46,2.1401472
763,1995-05-08,,2.102612
764,1995-05-08,,2.0198927
765,1995-05-08,42,1.9729596
766,1995-05-08,86,0.9786897
767,1995-05-08,,1.0641136
768,1995-05-09,,1.9127057
769,1995-05-09,47,2.1083765
770,1995-05-09,93,1.0654655
771,1995-05-09,,0.9722883
772,1995-05-09,,0.9885253
773,1995-05-09,91,0.9565721
774,1995-05-10,47,2.1351695
775,1995-05-10,44,2.0822728
776,1995-05-10,,1.1097912
777,1995-05-10,,1.0320752
778,1995-05-10,,1.0805917
779,1995-05-10,,0.9845432
780,1995-05-11,44,1.9538912
781,1995-05-11,,1.9893607
782,1995-05-11,,0.9703287
783,1995-05-11,89,1.0701474
784,1995-05-11,,1.0708877
785,1995-05-11,94,1.0275786
786,1995-05-12,,1.9941679
787,1995-05-12,45,2.0380666
788,1995-05-12,86,1.0626256
789,1995-05-12,91,0.9850984
790,1995-05-12,,0.98112416
791,1995-05-12,91,1.0256268
792,1995-05-13,44,2.0651028
793,1995-05-13,,2.094237
794,1995-05-13,89,1.0280437
795,1995-05-13,83,1.036925
796,1995-05-13,,1.1027348
797,1995-05-13,,1.1082547
798,1995-05-14,44,2.1100504
799,1995-05-14,44,2.056872
800,1995-05-14,,39.520317
801,1995-05-14,,1.9828832
802,1995-05-14,1860,20.306938
803,1995-05-14,,0.9844424
804,1995-05-15,44,2.0221097
805,1995-05-15,47,1.9906086
806,1995-05-15,44,2.066152
807,1995-05-15,38,2.0534856
808,1995-05-15,,0.9925304
809,1995-05-15,,1.0174885
810,1995-05-16,44,2.0903468
811,1995-05-16,,2.0700743
812,1995-05-16,1660,21.947533
813,1995-05-16,,1.0463154
814,1995-05-16,-90,-1.0661161
815,1995-05-16,87,1.0894684
816,1995-05-17,,2.073299
817,1995-05-17,45,2.0350595
818,1995-05-17,90,1.007367
819,1995-05-17,,0.9941837
820,1995-05-17,,20.92469
821,1995-05-17,93,1.0466579
822,1995-05-18,45,1.9805417
823,1995-05-18,,2.0058045
824,1995-05-18,,1.0946325
825,1995-05-18,-96,-1.1028336
826,1995-05-18,,1.0640739
827,1995-05-18,,1.0425586
828,1995-05-19,47,2.0521674
829,1995-05-19,43,2.0709484
830,1995-05-19,92,1.0497547
831,1995-05-19,84,1.0160061
832,1995-05-19,88,0.9908762
833,1995-05-19,90,0.99918187
834,1995-05-20,38,2.1757846
835,1995-05-20,,2.0363648
836,1995-05-20,,1.0829301
837,1995-05-20,89,1.0793585
838,1995-05-20,87,1.0747595
839,1995-05-20,,1.0672535
840,1995-05-21,47,1.963068
841,1995-05-21,,2.0702188
842,1995-05-21,42,2.0006142
843,1995-05-21,,1.9094936
844,1995-05-21,,1.059693
845,1995-05-21,,1.0309931
846,1995-05-22,,40.512375
847,1995-05-22,,2.074565
848,1995-05-22,44,1.9831731
849,1995-05-22,,42.01511
850,1995-05-22,90,1.1320724
851,1995-05-22,,1.0952795
852,1995-05-23,46,2.0882645
853,1995-05-23,,2.037843
