date,temperature,windSpeed,precipitation
1995-03-29,10.678827,0.91073686,7.0512743
1995-03-30,253.02641,49.174294,31.968882
1995-03-31,7.8843694,0.01998843,3.8833077
1995-04-01,9.116926,0.8425449,0.21691549
1995-04-02,7.0834002,2.0986183,2.810476
1995-04-03,10.921209,3.9619403,7.6623416
1995-04-04,10.874871,1.9809246,5.8635325
1995-04-05,11.4369755,5.0111275,8.662111
1995-04-06,9.613251,1.6158036,2.7558186
1995-04-07,118.138855,51.064945,117.12843
1995-04-08,15.54096,0.29332456,7.1107984
1995-04-09,11.047528,4.0362296,1.4716864
1995-04-10,10.924183,1.6722443,3.095578
1995-04-11,12.160044,10.038918,0.8679377
1995-04-12,9.932644,2.1063552,3.6242406
1995-04-13,9.950823,2.9303906,6.5495677
1995-04-14,13.72677,0.0029706757,2.1444001
1995-04-15,13.403314,1.2164913,2.157459
1995-04-16,17.0922,1.2870024,2.9152167
1995-04-17,15.137166,2.583173,6.264809
1995-04-18,15.248406,2.5092618,0.37114018
1995-04-19,13.477569,0.65867585,1.0078298
1995-04-20,13.789854,1.6362407,3.3302693
1995-04-21,13.686041,0.8518538,2.4364014
1995-04-22,13.621569,1.5458466,1.7101563
1995-04-23,9.348422,1.9838464,2.5411637
1995-04-24,16.430408,0.5782593,4.2050457
1995-04-25,15.219675,0.536798,6.9538183
1995-04-26,13.875198,1.8919894,0.5689955
1995-04-27,14.325857,1.9400548,1.4099206
1995-04-28,14.896569,0.85287744,8.471216
1995-04-29,14.533609,2.440262,4.258998
1995-04-30,15.002578,1.369079,6.0078816
1995-05-01,16.57945,0.94260573,2.7725952
1995-05-02,13.681182,5.580234,6.6391387
1995-05-03,12.674105,2.414738,0.71633977
1995-05-04,0.0,0.0,0.0
1995-05-05,14.629579,0.22052377,3.9767213
1995-05-06,17.882206,0.21417399,1.8441969
1995-05-07,15.619953,4.1707125,1.2856706
1995-05-08,15.988852,1.3288628,3.6458464
1995-05-09,16.100777,0.3700396,1.5157747
1995-05-10,14.6250305,1.0374296,7.2690125
1995-05-11,17.543295,1.0687921,2.3518724
1995-05-12,14.664085,0.091351725,3.147178
1995-05-13,17.18557,3.1448398,2.8263183
1995-05-14,19.412966,0.1991185,0.2831011
1995-05-15,15.045734,0.23891217,1.4704816
1995-05-16,19.870441,3.4553893,4.3032255
1995-05-17,19.880865,0.17678668,3.6130922
1995-05-18,17.124119,0.11982927,11.938865
1995-05-19,14.864467,0.7483784,1.7575028
1995-05-20,18.839344,3.1954846,6.357913
1995-05-21,16.520899,0.15134151,2.8134513
1995-05-22,18.286694,1.6154616,5.513103
1995-05-23,20.015995,2.6171572,3.910844
1995-05-24,378.24524,71.8163,37.20907
1995-05-25,17.38054,0.16230692,9.735693
1995-05-26,20.65151,0.7700459,5.1203136
1995-05-27,19.24037,1.7129467,6.018169
1995-05-28,20.27088,2.11734,1.9122899
1995-05-29,18.48062,0.35113156,2.58908
1995-05-30,15.6071615,8.523461,3.886496
1995-05-31,18.109447,1.3400728,6.5563083
1995-06-01,17.58544,3.688471,1.1807151
1995-06-02,19.931437,5.933981,3.4423223
1995-06-03,14.517909,3.1424656,8.637127
1995-06-04,19.331001,0.59427536,4.2420254
1995-06-05,380.7691,28.160334,133.30064
1995-06-06,21.453783,0.5734957,5.38512
1995-06-07,21.448465,2.063266,7.613694
1995-06-08,20.61858,1.8572742,1.5905547
1995-06-09,17.792513,0.49854413,2.836392
1995-06-10,17.846247,4.180413,4.1981406
1995-06-11,13.625441,5.097843,8.940083
1995-06-12,20.540226,0.4741176,3.537933
1995-06-13,19.336535,0.6368449,4.139381
1995-06-14,20.15461,2.7374477,0.93752
1995-06-15,21.652456,3.1367521,1.8398993
1995-06-16,17.8883,0.23531754,4.27494
1995-06-17,21.45465,0.42846304,1.5728321
1995-06-18,15.46025,1.6614252,0.47323632
1995-06-19,19.293774,0.7776481,2.062791
1995-06-20,21.549227,0.04036206,1.5578144
1995-06-21,20.212223,3.242119,5.500213
1995-06-22,19.938591,3.1385012,0.31172606
1995-06-23,21.375515,0.25406513,5.3215427
1995-06-24,21.382948,3.0708718,2.243029
1995-06-25,17.359066,0.42779532,8.632642
1995-06-26,20.825043,2.012443,8.36227
1995-06-27,19.58819,0.5817473,10.097639
1995-06-28,18.714437,3.703585,0.17296265
1995-06-29,15.670554,4.6371956,1.6418889
1995-06-30,18.133163,0.6663566,3.6214812
1995-07-01,15.8815155,1.9515706,3.2098124
1995-07-02,19.951523,0.19891901,0.087797634
1995-07-03,19.268038,2.761553,1.596412
1995-07-04,18.899532,12.779385,0.96620363
1995-07-05,22.605032,3.0617175,5.2180276
1995-07-06,20.964724,0.8937348,6.3540325
1995-07-07,18.274065,2.2903457,1.8970506
1995-07-08,17.26484,3.056232,8.993074
1995-07-09,18.688812,1.4949881,1.7555083
1995-07-10,20.432253,0.51894635,0.29139462
1995-07-11,418.4811,14.677326,255.82938
1995-07-12,21.306293,1.7116616,2.3023357
1995-07-13,20.466145,3.3725603,2.4525096
1995-07-14,21.126287,0.16091587,0.6408567
1995-07-15,17.705185,0.71586317,3.642872
1995-07-16,18.173279,0.09470525,2.46492
1995-07-17,464.13666,33.725494,96.19315
1995-07-18,22.423862,1.7199246,2.7271974
1995-07-19,21.85628,0.9079586,12.701158
1995-07-20,19.642279,1.7502688,5.7089415
1995-07-21,21.945402,1.2294962,3.1501274
1995-07-22,19.25027,2.5619392,3.0855622
1995-07-23,18.043686,0.76108736,4.942436
1995-07-24,18.221355,0.93600893,0.95420724
1995-07-25,16.772398,3.7111948,3.219478
1995-07-26,21.990427,0.14614525,8.003314
1995-07-27,18.63374,0.9732583,0.4623171
1995-07-28,20.359043,1.2559227,15.898698
1995-07-29,20.251572,5.349456,0.92605174
1995-07-30,16.197828,2.615572,9.072898
1995-07-31,17.434189,1.348858,5.2285132
1995-08-01,18.013355,1.9466454,7.9776187
1995-08-02,14.676619,0.01281915,4.138839
1995-08-03,21.669506,0.18855405,10.603834
1995-08-04,14.042205,2.7656434,13.827728
1995-08-05,18.854733,0.8765639,2.0993795
1995-08-06,19.325003,0.16915146,3.9414563
1995-08-07,17.813856,0.37415403,7.370526
1995-08-08,295.0229,43.90623,15.969595
1995-08-09,19.343523,2.1239567,2.8356717
1995-08-10,15.0110445,0.5984987,5.368316
1995-08-11,16.175783,2.1187756,5.8365335
1995-08-12,19.897182,0.28053862,5.7751074
1995-08-13,15.515501,3.7080946,6.3551908
1995-08-14,17.187231,0.114859186,7.862579
1995-08-15,17.905865,1.4859098,6.2029653
1995-08-16,18.478987,0.67161435,2.4392526
1995-08-17,15.722654,5.193688,2.4191988
1995-08-18,14.862938,0.9580646,0.74242234
1995-08-19,19.115211,2.818918,2.9633815
1995-08-20,14.786998,0.32123914,3.365651
1995-08-21,16.377563,1.8850968,4.2330027
1995-08-22,16.27939,1.7146018,5.5429916
1995-08-23,18.521475,3.170004,2.170074
1995-08-24,20.33971,6.3583856,0.789727
1995-08-25,15.571916,2.5896506,1.4020478
1995-08-26,374.6861,226.37936,192.64204
1995-08-27,13.499026,0.3968835,3.294373
1995-08-28,15.900089,5.822862,6.897489
1995-08-29,14.978124,1.0102677,3.475473
1995-08-30,14.485903,2.1030369,1.9265478
1995-08-31,17.327787,1.0581876,4.258116
1995-09-01,15.7902155,1.3089473,5.227167
1995-09-02,16.237833,2.5921297,1.5815516
1995-09-03,16.551779,0.35359162,0.70907134
1995-09-04,15.090164,2.4150822,2.6826649
1995-09-05,11.938755,0.8014601,7.025056
1995-09-06,11.190001,1.6314936,0.31609878
1995-09-07,13.465249,1.7063715,7.4964123
1995-09-08,8.472882,4.44129,2.159697
1995-09-09,319.0051,46.7612,118.116615
1995-09-10,12.598592,1.8132272,5.0095453
1995-09-11,15.871835,1.1216851,3.0249796
1995-09-12,10.609662,3.5094051,3.9940264
1995-09-13,9.330184,2.5233724,9.443308
1995-09-14,16.675844,5.4590096,2.0003362
1995-09-15,14.743028,2.9456074,0.95553637
1995-09-16,10.0932865,0.86549,3.9258046
1995-09-17,9.664722,0.20035005,0.8632546
1995-09-18,11.944753,2.5973628,0.017519008
1995-09-19,10.705254,0.94736356,4.4846497
1995-09-20,11.277426,0.37617293,12.245305
1995-09-21,7.7989254,0.735162,17.064032
1995-09-22,10.762895,4.2383986,4.9523373
1995-09-23,11.322188,0.9802396,3.635857
1995-09-24,10.269637,0.791966,3.054722
1995-09-25,12.410094,0.25447017,8.79573
1995-09-26,12.398302,1.2619609,0.12896469
1995-09-27,12.219788,0.12477337,0.9228514
1995-09-28,9.53591,0.26390958,6.89794
1995-09-29,7.473362,2.9162576,0.10257635
1995-09-30,9.870652,6.139116,6.9738083
1995-10-01,7.8122582,4.66131,7.7183957
1995-10-02,6.9422884,0.2598037,1.3786818
1995-10-03,5.775853,5.116179,0.13929345
1995-10-04,8.190741,1.7825083,0.024285108
1995-10-05,8.020747,0.85644037,0.7897644
1995-10-06,8.3892565,3.6082966,0.019461632
1995-10-07,9.273384,0.42817342,2.990369
1995-10-08,11.03157,1.7114264,0.675159
1995-10-09,10.487789,1.7507449,0.09643432
1995-10-10,6.2235518,5.616172,3.932451
1995-10-11,9.332367,0.74306536,5.471528
1995-10-12,9.679295,3.8336828,2.0065887
1995-10-13,6.500984,1.2627324,7.347228
1995-10-14,8.730975,0.27711096,9.152358
1995-10-15,6.1689844,3.7664232,0.2221207
1995-10-16,4.8587074,0.04713227,3.779666
1995-10-17,7.2039633,0.7697512,1.6161697
1995-10-18,8.382149,0.641669,2.9302084
1995-10-19,6.1205573,2.6006286,4.684082
1995-10-20,4.0957575,4.489535,1.7393897
1995-10-21,6.8737836,3.787349,2.9963598
1995-10-22,5.968937,1.2604307,0.45403096
1995-10-23,6.792458,0.8645152,1.8600069
1995-10-24,5.5225744,1.6158378,1.6898857
1995-10-25,7.4821577,0.45873812,17.845325
1995-10-26,6.6245103,5.0190244,4.204163
1995-10-27,40.003273,13.095542,173.67847
1995-10-28,6.4410973,1.0618339,1.7053885
1995-10-29,5.56935,1.094992,0.41700575
1995-10-30,4.473592,0.7378571,0.89717376
1995-10-31,5.671044,0.01154474,4.1262245
1995-11-01,1.2504823,6.3978667,2.2909355
1995-11-02,7.1372066,1.0661412,7.6594167
1995-11-03,3.3332963,1.9906298,1.519839
1995-11-04,6.3510313,4.282901,9.501146
1995-11-05,-0.2366849,1.7322112,0.10873117
1995-11-06,4.6649446,0.62697357,11.3021965
1995-11-07,4.512491,1.859373,2.1927204
1995-11-08,2.3075523,0.8828369,2.1636674
1995-11-09,0.47230294,2.7615383,0.31095842
1995-11-10,2.3303776,1.9501458,0.42954347
1995-11-11,3.2377255,2.0643146,1.2171566
1995-11-12,3.936995,1.8932216,3.4786344
1995-11-13,-1.380878,1.069083,0.76512116
1995-11-14,5.4201274,0.8708094,8.552331
1995-11-15,6.9651527,0.93571615,4.7858357
1995-11-16,-0.6823666,2.1332443,0.47197178
1995-11-17,4.058876,0.7704851,4.3161564
1995-11-18,4.322462,0.17140834,0.48068032
1995-11-19,3.2036262,1.2268212,3.416331
1995-11-20,5.4622226,1.0096995,6.9560914
1995-11-21,-0.6963834,0.42321518,8.617046
1995-11-22,-0.9785644,4.500783,9.820458
1995-11-23,5.3451757,1.1824821,4.6667824
1995-11-24,-1.6027508,4.1312857,1.3156526
1995-11-25,-0.042776074,1.4305323,2.3138013
1995-11-26,0.966885,0.35252774,1.3969864
1995-11-27,1.6443025,1.1221781,5.3021264
1995-11-28,1.2150153,6.1080027,4.8616676
1995-11-29,0.0,0.0,0.0
1995-11-30,1.8227206,0.8807038,2.4527712
1995-12-01,7.0217285,1.352066,4.4461613
1995-12-02,-2.8562026,0.056894902,0.7499799
1995-12-03,1.2730591,1.755203,5.1794
1995-12-04,-0.12465059,0.054185133,2.4410272
1995-12-05,2.4953346,0.8595687,2.514842
1995-12-06,-1.7581662,1.3919568,0.14530703
1995-12-07,0.75282896,4.022101,3.343349
1995-12-08,34.819317,30.59905,98.04532
1995-12-09,-0.58729666,0.66113937,2.2089043
1995-12-10,1.7098062,2.217163,4.7765145
1995-12-11,-0.43188477,0.38433242,5.262951
1995-12-12,1.6288372,2.6413188,2.419771
1995-12-13,-1.8965963,3.4071941,5.393803
1995-12-14,2.2192538,1.5919886,3.4778907
1995-12-15,42.851337,20.527536,69.35059
1995-12-16,-3.8102772,1.5250131,0.08148144
1995-12-17,-3.822744,2.7652102,1.1486676
1995-12-18,0.7131433,0.22315596,1.4802912
1995-12-19,-0.0,0.0,0.0
1995-12-20,-1.3358465,2.3498905,3.3806877
1995-12-21,0.90254235,2.5313542,1.3256869
1995-12-22,1.987058,2.9034376,2.824104
1995-12-23,0.10120742,0.28635895,3.8752146
1995-12-24,2.3505414,0.30845964,4.388573
1995-12-25,0.59149003,5.1013103,1.205597
1995-12-26,-1.9764739,1.2341329,2.179491
1995-12-27,1.4702619,0.59600884,1.7602315
1995-12-28,-3.8836894,3.5259132,1.8566475
1995-12-29,2.1893144,0.7058651,1.8496636
1995-12-30,-1.0741205,1.73384,3.4737005
1995-12-31,-0.61737144,1.0617142,3.73783
1996-01-01,0.35167775,7.813122,2.0923297
1996-01-02,-0.8855709,1.8172302,1.9584734
1996-01-03,-0.12405661,0.6148207,0.12090244
1996-01-04,0.9956215,0.99690914,6.9029064
1996-01-05,0.4317909,0.32790875,6.118166
1996-01-06,-2.5738764,0.20353843,7.269535
1996-01-07,-0.28884813,0.030075103,9.228524
1996-01-08,1.1967925,4.1792436,0.5432757
1996-01-09,0.6701764,1.7199638,4.974996
1996-01-10,-0.46613747,3.1985261,9.239474
1996-01-11,-2.085542,1.838819,12.077709
1996-01-12,0.0050423695,3.297116,1.4734735
1996-01-13,-0.9101401,2.3303165,6.1262197
1996-01-14,2.265744,0.34267592,0.73136187
1996-01-15,2.4630315,0.32282403,0.34789371
1996-01-16,54.50476,87.948074,28.673283
1996-01-17,-2.673104,0.2940357,2.379137
1996-01-18,5.1535683,1.5335189,2.6367965
1996-01-19,1.0557415,5.070587,7.4093184
1996-01-20,-1.2992401,1.781463,10.889283
1996-01-21,2.3090324,0.17184176,2.9895766
1996-01-22,2.4749596,4.4983926,2.394903
1996-01-23,1.6512382,3.3216128,3.6164212
1996-01-24,-0.009130581,2.322845,1.123377
1996-01-25,0.48415282,0.5185136,5.829514
1996-01-26,-0.02522292,2.6935525,0.1448723
1996-01-27,1.3401947,1.4874501,6.3448653
1996-01-28,2.392324,0.37686032,1.5256587
1996-01-29,-0.30659786,0.1357124,1.6507324
1996-01-30,1.5173601,0.9515319,4.5259256
1996-01-31,1.6495849,2.5317106,0.76609814
1996-02-01,4.419966,1.8637192,3.6845932
1996-02-02,5.257949,2.3646252,0.30428404
1996-02-03,3.9959369,1.2883997,2.2525532
1996-02-04,1.5815337,1.3129518,7.35741
1996-02-05,4.3749166,0.024367258,0.17006494
1996-02-06,-1.7271227,0.9493581,6.4637437
1996-02-07,0.8990734,1.0967834,0.063292444
1996-02-08,3.135515,0.34303758,3.3564613
1996-02-09,0.008613638,1.3145866,1.1415622
1996-02-10,3.0077405,3.2948344,4.4905143
1996-02-11,2.0890825,3.9622838,0.55556613
1996-02-12,2.6239436,3.8397794,8.270774
1996-02-13,2.8725235,1.5119958,2.2334535
1996-02-14,3.6682937,0.40119252,0.52444434
1996-02-15,2.6634502,0.535481,0.2627954
1996-02-16,4.61123,0.12583508,3.148704
1996-02-17,3.8019886,0.27578527,4.1628485
1996-02-18,5.043613,1.1433963,6.7158947
1996-02-19,4.0115705,1.9878716,1.2739823
1996-02-20,1.2025889,2.68056,0.6905314
1996-02-21,5.179881,0.7341075,5.7813435
1996-02-22,3.5697305,0.6124078,1.7163194
1996-02-23,0.3056372,1.2362058,4.5338993
1996-02-24,-0.61773133,0.18101844,9.756068
1996-02-25,3.385985,1.3726891,0.42413366
1996-02-26,6.851535,0.81777835,6.724741
1996-02-27,6.301879,0.1842726,0.7597564
1996-02-28,144.07365,68.36098,75.94236
1996-02-29,4.1470184,1.1769476,1.6917785
1996-03-01,5.1670475,3.5396545,0.31910363
1996-03-02,0.94867855,2.211541,2.945258
1996-03-03,6.600241,1.0793222,3.403849
1996-03-04,4.888428,7.747291,4.038559
1996-03-05,6.279236,3.5232263,7.535642
1996-03-06,8.492335,2.23473,11.625153
1996-03-07,3.4129932,2.8480396,1.3217313
1996-03-08,7.9054933,4.1579924,0.08383492
1996-03-09,11.038964,0.75525945,1.6801982
1996-03-10,8.153795,1.3123049,1.1358719
1996-03-11,7.5228596,0.6107263,6.2524443
1996-03-12,7.8279004,0.97745013,3.4512186
1996-03-13,162.51703,19.973566,57.69493
1996-03-14,8.5637045,2.2828217,6.6526194
1996-03-15,7.844865,0.057599127,0.5639204
1996-03-16,9.974145,0.07996541,2.4325237
1996-03-17,6.2320933,3.8777642,3.6772585
1996-03-18,6.3061666,1.0816233,1.3715549
1996-03-19,7.871168,4.0818067,1.5485051
1996-03-20,10.592995,2.6481853,5.333838
1996-03-21,10.531073,3.1207268,3.7843263
1996-03-22,8.459295,0.11649913,2.8811233
1996-03-23,167.28665,0.5933643,78.346886
1996-03-24,7.3768396,0.28738508,3.4671872
1996-03-25,7.1159787,0.83887094,2.1111763
1996-03-26,8.843748,0.6737209,12.617071
1996-03-27,6.7664695,0.29636773,0.6804523
1996-03-28,11.121158,1.6083195,5.1279073
1996-03-29,8.82346,0.6069396,3.5499904
1996-03-30,11.2148695,2.698462,3.0372334
1996-03-31,11.960021,0.858231,6.728534
1996-04-01,4.7065315,1.9904783,2.84156
1996-04-02,11.318264,2.8115702,5.539865
1996-04-03,10.5293,1.9818103,6.2304006
1996-04-04,9.822947,1.7215015,4.6889815
1996-04-05,9.205157,0.050400537,5.5034523
1996-04-06,150.59619,71.451195,199.9288
1996-04-07,10.326395,1.8659637,3.2558694
1996-04-08,12.797266,0.6419536,5.7143083
1996-04-09,12.01251,0.87097245,4.0434766
1996-04-10,11.420323,0.8446487,1.4511588
1996-04-11,13.744416,0.117433034,0.9739921
1996-04-12,11.193004,1.977468,3.631795
1996-04-13,10.084304,3.7178695,5.3605585
1996-04-14,12.203691,0.8059551,1.4287128
1996-04-15,15.713332,0.31680506,3.4243333
1996-04-16,8.949697,1.3329215,3.5130763
1996-04-17,12.975679,0.7817639,3.2171938
1996-04-18,11.406395,1.3461547,1.2533869
1996-04-19,11.91301,2.539672,4.7960806
1996-04-20,12.5547,0.4467611,1.2280152
1996-04-21,13.783881,0.16352102,7.5918217
1996-04-22,15.947449,3.7994223,8.697937
1996-04-23,16.87008,1.6276915,2.5735545
1996-04-24,17.149946,0.22748514,0.12799811
1996-04-25,10.724582,2.007224,1.7767583
1996-04-26,274.3941,33.919655,109.21151
1996-04-27,12.772708,0.2008539,3.7698643
1996-04-28,16.751049,0.27601114,1.6385183
1996-04-29,18.196781,0.085083105,11.142419
1996-04-30,15.305796,5.2256866,2.0965116
1996-05-01,13.128929,3.0618565,0.70967305
1996-05-02,16.310558,0.6179751,2.582666
1996-05-03,17.251574,0.5307275,0.05385217
1996-05-04,15.895457,4.0758567,10.624227
1996-05-05,11.761999,2.9293883,0.63764244
1996-05-06,14.4516735,0.096354716,0.28946018
1996-05-07,16.924706,0.84809494,1.0448022
1996-05-08,15.125979,13.639791,3.119219
1996-05-09,16.796839,0.4563146,5.410833
1996-05-10,19.259624,0.14109464,0.94628435
1996-05-11,16.872816,2.3305414,6.471695
1996-05-12,18.93714,0.439978,6.3846684
1996-05-13,17.121838,0.714051,9.495336
1996-05-14,18.001335,0.20870385,0.84475154
1996-05-15,18.779385,1.0225259,1.7750325
1996-05-16,16.243635,3.8859084,7.56777
1996-05-17,16.929342,3.7715194,0.89887094
1996-05-18,16.47342,0.84331137,3.0832574
1996-05-19,18.187674,2.5682523,1.864625
1996-05-20,15.554455,2.7994614,3.1017566
1996-05-21,15.182476,0.6134115,0.46019408
1996-05-22,21.04497,5.903965,4.6609163
1996-05-23,378.8017,53.146824,103.891594
1996-05-24,17.472187,2.0615778,2.1989636
1996-05-25,17.2084,2.9248495,5.4995155
1996-05-26,20.21328,0.28774247,0.17489247
1996-05-27,15.520585,0.2083673,9.910638
1996-05-28,20.024508,1.2277782,2.0305748
1996-05-29,17.270222,1.966793,1.2927511
1996-05-30,20.132751,0.2870387,3.9101932
1996-05-31,17.42203,1.2873925,4.2725534
1996-06-01,16.986563,8.409057,2.227354
1996-06-02,21.002602,2.482652,11.485186
1996-06-03,17.46618,0.2066802,9.181581
1996-06-04,18.832483,3.2599618,13.657878
1996-06-05,21.125565,1.3263797,0.24256274
1996-06-06,18.63338,0.13635825,1.3209187
1996-06-07,18.21063,0.49586526,3.4682777
1996-06-08,19.127567,1.6515526,5.55981
1996-06-09,21.942705,0.58025455,5.970297
1996-06-10,18.373646,1.1626121,4.6316395
1996-06-11,22.132536,0.75101626,1.0165246
1996-06-12,15.971833,0.33020392,8.133889
1996-06-13,21.044533,0.5301551,1.7379526
1996-06-14,17.912756,0.9144446,8.974142
1996-06-15,372.715,12.250082,61.41938
1996-06-16,16.75167,0.26605934,0.35836527
1996-06-17,17.87269,1.9081346,3.24328
1996-06-18,19.829035,0.98096174,2.0592334
1996-06-19,18.704548,0.44896632,2.5416749
1996-06-20,19.933058,0.354857,3.6063187
1996-06-21,20.780886,0.55395174,2.5694366
1996-06-22,0.0,0.0,0.0
1996-06-23,20.416313,1.3031973,1.294554
1996-06-24,19.709278,4.2695336,3.8574736
1996-06-25,21.328346,0.7803634,2.8600094
1996-06-26,19.367659,1.6535083,0.63650864
1996-06-27,19.050306,0.6792141,0.32519743
1996-06-28,21.339184,2.7825968,1.2048111
1996-06-29,20.201319,0.32744452,2.856756
1996-06-30,23.149788,0.7025686,1.6263708
1996-07-01,20.541277,1.2931532,2.4156988
1996-07-02,18.851954,0.15729767,3.5508199
1996-07-03,18.296576,6.854927,7.565103
1996-07-04,21.641644,1.4430289,0.5249864
1996-07-05,19.274673,2.4465094,7.979162
1996-07-06,19.630636,3.274787,6.090227
1996-07-07,20.462475,0.15480228,7.926045
1996-07-08,18.090448,1.9427117,4.5324907
1996-07-09,21.638878,2.4484832,3.5374358
1996-07-10,18.80438,0.5230226,4.839392
1996-07-11,20.079084,0.37083432,6.7123213
1996-07-12,22.076443,13.283805,8.46066
1996-07-13,20.996428,1.098514,2.2298887
1996-07-14,385.13715,41.841644,127.25941
1996-07-15,22.404757,1.207811,0.94324106
1996-07-16,20.302706,1.1053451,6.7695827
1996-07-17,18.09272,0.8441808,6.213625
1996-07-18,17.173906,2.3938718,1.4186617
1996-07-19,17.83307,3.0244472,7.358199
1996-07-20,18.253918,2.0873578,4.304
1996-07-21,17.158499,2.4928641,4.8387365
1996-07-22,17.788279,0.22913703,4.6209764
1996-07-23,18.370356,3.6872606,10.299778
1996-07-24,20.106075,0.7428538,1.9619371
1996-07-25,20.55001,2.0797377,3.400207
1996-07-26,16.404892,1.5055467,1.5520916
1996-07-27,19.97249,1.9357662,0.36781073
1996-07-28,15.888167,1.1321124,7.6482844
1996-07-29,19.592253,0.28863055,3.1621652
1996-07-30,21.123867,2.4113145,10.472865
1996-07-31,19.04978,0.103510216,8.098465
1996-08-01,379.347,0.26119357,81.25575
1996-08-02,20.82146,2.0921693,3.8636286
1996-08-03,19.425571,1.6370133,3.9261076
1996-08-04,19.10655,0.073322155,4.2384124
1996-08-05,18.304253,3.3819358,0.4153597
1996-08-06,16.325212,6.6145077,3.0990312
1996-08-07,18.685314,0.15550427,7.680877
1996-08-08,18.421247,0.060526848,9.59092
